"ssoid","create_time","evaluation_id","evaluation_type","ex","ey","time"
"1134605055","2025-09-18 14:52:51.000","224287","0","171.5036","162.791","2025-09-18 14:52:29:953"
"1134605055","2025-09-18 14:52:51.000","224287","0","169.6351","167.1276","2025-09-18 14:52:29:971"
"1134605055","2025-09-18 14:52:51.000","224287","0","167.4509","171.9613","2025-09-18 14:52:29:989"
"1134605055","2025-09-18 14:52:51.000","224287","0","166.1878","176.8324","2025-09-18 14:52:30:005"
"1134605055","2025-09-18 14:52:51.000","224287","0","166.1667","178.3662","2025-09-18 14:52:30:020"
"1134605055","2025-09-18 14:52:51.000","224287","0","165.875","179.75","2025-09-18 14:52:30:037"
"1134605055","2025-09-18 14:52:51.000","224287","0","164.9268","182.4609","2025-09-18 14:52:30:054"
"1134605055","2025-09-18 14:52:51.000","224287","0","163.9417","185.25","2025-09-18 14:52:30:072"
"1134605055","2025-09-18 14:52:51.000","224287","0","162.7113","188.8949","2025-09-18 14:52:30:087"
"1134605055","2025-09-18 14:52:51.000","224287","0","161.7679","192.7432","2025-09-18 14:52:30:105"
"1134605055","2025-09-18 14:52:51.000","224287","0","161.0475","196.7054","2025-09-18 14:52:30:120"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.7917","199.625","2025-09-18 14:52:30:138"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.8333","204.1816","2025-09-18 14:52:30:154"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.8333","210.805","2025-09-18 14:52:30:173"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.8333","217.1634","2025-09-18 14:52:30:188"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","221.0199","2025-09-18 14:52:30:206"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","224.2988","2025-09-18 14:52:30:221"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.6162","227.8913","2025-09-18 14:52:30:239"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.2051","232.3841","2025-09-18 14:52:30:254"
"1134605055","2025-09-18 14:52:51.000","224287","0","159.9199","236.4463","2025-09-18 14:52:30:272"
"1134605055","2025-09-18 14:52:51.000","224287","0","159.6494","240.5388","2025-09-18 14:52:30:288"
"1134605055","2025-09-18 14:52:51.000","224287","0","159.5833","242.5863","2025-09-18 14:52:30:306"
"1134605055","2025-09-18 14:52:51.000","224287","0","159.5","244.7334","2025-09-18 14:52:30:321"
"1134605055","2025-09-18 14:52:51.000","224287","0","159.5","246.6781","2025-09-18 14:52:30:340"
"1134605055","2025-09-18 14:52:51.000","224287","0","159.5","249.4059","2025-09-18 14:52:30:355"
"1134605055","2025-09-18 14:52:51.000","224287","0","159.4167","252.9375","2025-09-18 14:52:30:374"
"1134605055","2025-09-18 14:52:51.000","224287","0","159.6667","257.1462","2025-09-18 14:52:30:387"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.0296","260.2728","2025-09-18 14:52:30:407"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.2868","263.3197","2025-09-18 14:52:30:421"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.3333","265.2718","2025-09-18 14:52:30:439"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.3333","267.083","2025-09-18 14:52:30:454"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.3333","268.8779","2025-09-18 14:52:30:475"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.3333","271.0498","2025-09-18 14:52:30:488"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.3333","273.2624","2025-09-18 14:52:30:507"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.3333","275.3499","2025-09-18 14:52:30:522"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.5","277.1804","2025-09-18 14:52:30:538"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.6468","278.7142","2025-09-18 14:52:30:555"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.6667","280.0781","2025-09-18 14:52:30:575"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.7594","281.0378","2025-09-18 14:52:30:588"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","281.9027","2025-09-18 14:52:30:605"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","282.2806","2025-09-18 14:52:30:622"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","282.5515","2025-09-18 14:52:30:639"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","282.8181","2025-09-18 14:52:30:655"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","282.9583","2025-09-18 14:52:30:671"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","283.125","2025-09-18 14:52:30:688"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","283.3695","2025-09-18 14:52:30:722"
"1134605055","2025-09-18 14:52:51.000","224287","0","160.75","283.5417","2025-09-18 14:52:30:739"
"1134605055","2025-09-18 14:52:51.000","224287","0","161.2861","281.5349","2025-09-18 14:52:30:874"
"1134605055","2025-09-18 14:52:51.000","224287","0","162.9528","278.7907","2025-09-18 14:52:30:891"
"1134605055","2025-09-18 14:52:51.000","224287","0","165.4639","275.6673","2025-09-18 14:52:30:910"
"1134605055","2025-09-18 14:52:51.000","224287","0","169.1667","272.75","2025-09-18 14:52:30:923"
"1134605055","2025-09-18 14:52:51.000","224287","0","172.6667","270.7083","2025-09-18 14:52:30:939"
"1134605055","2025-09-18 14:52:51.000","224287","0","175.4079","269.1807","2025-09-18 14:52:30:956"
"1134605055","2025-09-18 14:52:51.000","224287","0","178.1175","267.3744","2025-09-18 14:52:30:972"
"1134605055","2025-09-18 14:52:51.000","224287","0","181.6302","264.7376","2025-09-18 14:52:30:990"
"1134605055","2025-09-18 14:52:51.000","224287","0","185.2005","262.4414","2025-09-18 14:52:31:006"
"1134605055","2025-09-18 14:52:51.000","224287","0","192.4779","258.7321","2025-09-18 14:52:31:023"
"1134605055","2025-09-18 14:52:51.000","224287","0","196.3216","256.5641","2025-09-18 14:52:31:039"
"1134605055","2025-09-18 14:52:51.000","224287","0","199.6367","254.9408","2025-09-18 14:52:31:057"
"1134605055","2025-09-18 14:52:51.000","224287","0","202.0518","253.847","2025-09-18 14:52:31:072"
"1134605055","2025-09-18 14:52:51.000","224287","0","204.4925","253.0303","2025-09-18 14:52:31:089"
"1134605055","2025-09-18 14:52:51.000","224287","0","208.432","251.5173","2025-09-18 14:52:31:106"
"1134605055","2025-09-18 14:52:51.000","224287","0","211.5345","250.4606","2025-09-18 14:52:31:123"
"1134605055","2025-09-18 14:52:51.000","224287","0","215.2412","249.3698","2025-09-18 14:52:31:139"
"1134605055","2025-09-18 14:52:51.000","224287","0","218.6068","248.3311","2025-09-18 14:52:31:156"
"1134605055","2025-09-18 14:52:51.000","224287","0","220.8766","247.5967","2025-09-18 14:52:31:173"
"1134605055","2025-09-18 14:52:51.000","224287","0","223.6185","246.8952","2025-09-18 14:52:31:190"
"1134605055","2025-09-18 14:52:51.000","224287","0","225.6527","246.4362","2025-09-18 14:52:31:206"
"1134605055","2025-09-18 14:52:51.000","224287","0","227.1175","245.8363","2025-09-18 14:52:31:224"
"1134605055","2025-09-18 14:52:51.000","224287","0","228.349","245.6136","2025-09-18 14:52:31:240"
"1134605055","2025-09-18 14:52:51.000","224287","0","229.5801","245.2673","2025-09-18 14:52:31:256"
"1134605055","2025-09-18 14:52:51.000","224287","0","230.819","244.5905","2025-09-18 14:52:31:273"
"1134605055","2025-09-18 14:52:51.000","224287","0","232.0775","244.0524","2025-09-18 14:52:31:290"
"1134605055","2025-09-18 14:52:51.000","224287","0","233.0085","243.2415","2025-09-18 14:52:31:306"
"1134605055","2025-09-18 14:52:51.000","224287","0","234.154","242.3845","2025-09-18 14:52:31:323"
"1134605055","2025-09-18 14:52:51.000","224287","0","235.0553","241.6947","2025-09-18 14:52:31:340"
"1134605055","2025-09-18 14:52:51.000","224287","0","235.4854","241.4313","2025-09-18 14:52:31:357"
"1134605055","2025-09-18 14:52:51.000","224287","0","235.5833","241.1615","2025-09-18 14:52:31:375"
"1134605055","2025-09-18 14:52:51.000","224287","0","235.763","241.0833","2025-09-18 14:52:31:391"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.0296","240.8871","2025-09-18 14:52:31:407"
"1134605055","2025-09-18 14:52:51.000","224287","0","236","240.7917","2025-09-18 14:52:31:425"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.1667","240.5967","2025-09-18 14:52:31:457"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.4196","240.5833","2025-09-18 14:52:31:473"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.5","240.5833","2025-09-18 14:52:31:524"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.6579","240.5","2025-09-18 14:52:31:540"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.7083","240.5","2025-09-18 14:52:31:558"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.75","240.4167","2025-09-18 14:52:31:657"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.8333","240.4167","2025-09-18 14:52:31:909"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.9479","240.5573","2025-09-18 14:52:32:043"
"1134605055","2025-09-18 14:52:51.000","224287","0","237.5443","241.4479","2025-09-18 14:52:32:060"
"1134605055","2025-09-18 14:52:51.000","224287","0","238.846","243.1843","2025-09-18 14:52:32:076"
"1134605055","2025-09-18 14:52:51.000","224287","0","240.0029","245.0374","2025-09-18 14:52:32:094"
"1134605055","2025-09-18 14:52:51.000","224287","0","240.9355","246.7881","2025-09-18 14:52:32:109"
"1134605055","2025-09-18 14:52:51.000","224287","0","242.306","248.8171","2025-09-18 14:52:32:128"
"1134605055","2025-09-18 14:52:51.000","224287","0","243.4831","250.7415","2025-09-18 14:52:32:143"
"1134605055","2025-09-18 14:52:51.000","224287","0","244.6996","253.2122","2025-09-18 14:52:32:160"
"1134605055","2025-09-18 14:52:51.000","224287","0","245.6784","255.5309","2025-09-18 14:52:32:176"
"1134605055","2025-09-18 14:52:51.000","224287","0","246.5645","258.3408","2025-09-18 14:52:32:194"
"1134605055","2025-09-18 14:52:51.000","224287","0","247.1755","261.4518","2025-09-18 14:52:32:209"
"1134605055","2025-09-18 14:52:51.000","224287","0","247.75","263.7917","2025-09-18 14:52:32:228"
"1134605055","2025-09-18 14:52:51.000","224287","0","247.9756","265.4362","2025-09-18 14:52:32:242"
"1134605055","2025-09-18 14:52:51.000","224287","0","248.2445","266.805","2025-09-18 14:52:32:260"
"1134605055","2025-09-18 14:52:51.000","224287","0","248.5859","268.6885","2025-09-18 14:52:32:277"
"1134605055","2025-09-18 14:52:51.000","224287","0","248.9349","270.8311","2025-09-18 14:52:32:295"
"1134605055","2025-09-18 14:52:51.000","224287","0","249.5553","274.1931","2025-09-18 14:52:32:309"
"1134605055","2025-09-18 14:52:51.000","224287","0","250.2917","278.4167","2025-09-18 14:52:32:327"
"1134605055","2025-09-18 14:52:51.000","224287","0","250.9261","282.7136","2025-09-18 14:52:32:342"
"1134605055","2025-09-18 14:52:51.000","224287","0","251.5596","286.0596","2025-09-18 14:52:32:361"
"1134605055","2025-09-18 14:52:51.000","224287","0","252.0059","289.1179","2025-09-18 14:52:32:377"
"1134605055","2025-09-18 14:52:51.000","224287","0","252.7842","292.739","2025-09-18 14:52:32:394"
"1134605055","2025-09-18 14:52:51.000","224287","0","253.0319","295.916","2025-09-18 14:52:32:410"
"1134605055","2025-09-18 14:52:51.000","224287","0","253.2917","300.9583","2025-09-18 14:52:32:427"
"1134605055","2025-09-18 14:52:51.000","224287","0","253.849","305.5778","2025-09-18 14:52:32:443"
"1134605055","2025-09-18 14:52:51.000","224287","0","254.2318","309.3822","2025-09-18 14:52:32:461"
"1134605055","2025-09-18 14:52:51.000","224287","0","254.6686","312.2637","2025-09-18 14:52:32:476"
"1134605055","2025-09-18 14:52:51.000","224287","0","255.5759","315.3939","2025-09-18 14:52:32:494"
"1134605055","2025-09-18 14:52:51.000","224287","0","256.1523","318.0261","2025-09-18 14:52:32:510"
"1134605055","2025-09-18 14:52:51.000","224287","0","256.9167","321.4583","2025-09-18 14:52:32:526"
"1134605055","2025-09-18 14:52:51.000","224287","0","257.2868","324.2217","2025-09-18 14:52:32:543"
"1134605055","2025-09-18 14:52:51.000","224287","0","257.8171","327.0016","2025-09-18 14:52:32:560"
"1134605055","2025-09-18 14:52:51.000","224287","0","258.2546","329.1068","2025-09-18 14:52:32:576"
"1134605055","2025-09-18 14:52:51.000","224287","0","258.8984","331.3402","2025-09-18 14:52:32:593"
"1134605055","2025-09-18 14:52:51.000","224287","0","259.1996","332.4645","2025-09-18 14:52:32:610"
"1134605055","2025-09-18 14:52:51.000","224287","0","259.625","333.875","2025-09-18 14:52:32:627"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.0599","334.7627","2025-09-18 14:52:32:644"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.3239","335.3145","2025-09-18 14:52:32:660"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.5886","335.8438","2025-09-18 14:52:32:677"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.5833","336.0417","2025-09-18 14:52:32:693"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.5833","336.0833","2025-09-18 14:52:32:710"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.7083","336.375","2025-09-18 14:52:32:727"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.75","336.6445","2025-09-18 14:52:32:743"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.75","336.7083","2025-09-18 14:52:32:760"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.8333","336.75","2025-09-18 14:52:32:777"
"1134605055","2025-09-18 14:52:51.000","224287","0","260.6345","337.0322","2025-09-18 14:52:32:861"
"1134605055","2025-09-18 14:52:51.000","224287","0","257.8984","338.846","2025-09-18 14:52:32:877"
"1134605055","2025-09-18 14:52:51.000","224287","0","254.3607","341.1543","2025-09-18 14:52:32:894"
"1134605055","2025-09-18 14:52:51.000","224287","0","251.821","342.7028","2025-09-18 14:52:32:911"
"1134605055","2025-09-18 14:52:51.000","224287","0","248.6999","344.6572","2025-09-18 14:52:32:930"
"1134605055","2025-09-18 14:52:51.000","224287","0","245.5693","346.6211","2025-09-18 14:52:32:944"
"1134605055","2025-09-18 14:52:51.000","224287","0","242.6006","348.3581","2025-09-18 14:52:32:960"
"1134605055","2025-09-18 14:52:51.000","224287","0","239.9639","349.8997","2025-09-18 14:52:32:979"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.8916","351.9336","2025-09-18 14:52:32:995"
"1134605055","2025-09-18 14:52:51.000","224287","0","233.9899","353.8236","2025-09-18 14:52:33:011"
"1134605055","2025-09-18 14:52:51.000","224287","0","232.1611","355.2044","2025-09-18 14:52:33:028"
"1134605055","2025-09-18 14:52:51.000","224287","0","230.3151","356.6439","2025-09-18 14:52:33:048"
"1134605055","2025-09-18 14:52:51.000","224287","0","228.7627","357.8226","2025-09-18 14:52:33:061"
"1134605055","2025-09-18 14:52:51.000","224287","0","227.5492","358.6895","2025-09-18 14:52:33:080"
"1134605055","2025-09-18 14:52:51.000","224287","0","226.2656","359.7344","2025-09-18 14:52:33:094"
"1134605055","2025-09-18 14:52:51.000","224287","0","223.7057","361.7643","2025-09-18 14:52:33:111"
"1134605055","2025-09-18 14:52:51.000","224287","0","221.444","363.0026","2025-09-18 14:52:33:128"
"1134605055","2025-09-18 14:52:51.000","224287","0","218.737","364.4557","2025-09-18 14:52:33:145"
"1134605055","2025-09-18 14:52:51.000","224287","0","215.832","365.7061","2025-09-18 14:52:33:163"
"1134605055","2025-09-18 14:52:51.000","224287","0","213.1367","366.7103","2025-09-18 14:52:33:179"
"1134605055","2025-09-18 14:52:51.000","224287","0","210.2549","368.4059","2025-09-18 14:52:33:195"
"1134605055","2025-09-18 14:52:51.000","224287","0","207.5247","369.8383","2025-09-18 14:52:33:214"
"1134605055","2025-09-18 14:52:51.000","224287","0","205.0921","371.4216","2025-09-18 14:52:33:228"
"1134605055","2025-09-18 14:52:51.000","224287","0","202.4915","373.0258","2025-09-18 14:52:33:245"
"1134605055","2025-09-18 14:52:51.000","224287","0","199.8148","374.3073","2025-09-18 14:52:33:261"
"1134605055","2025-09-18 14:52:51.000","224287","0","197.7109","375.0912","2025-09-18 14:52:33:279"
"1134605055","2025-09-18 14:52:51.000","224287","0","196.03","375.5228","2025-09-18 14:52:33:295"
"1134605055","2025-09-18 14:52:51.000","224287","0","194.5658","375.8701","2025-09-18 14:52:33:313"
"1134605055","2025-09-18 14:52:51.000","224287","0","193.5","376.2084","2025-09-18 14:52:33:329"
"1134605055","2025-09-18 14:52:51.000","224287","0","193.0202","376.25","2025-09-18 14:52:33:346"
"1134605055","2025-09-18 14:52:51.000","224287","0","192.5898","376.25","2025-09-18 14:52:33:363"
"1134605055","2025-09-18 14:52:51.000","224287","0","192.3259","376.25","2025-09-18 14:52:33:379"
"1134605055","2025-09-18 14:52:51.000","224287","0","192.0628","376.25","2025-09-18 14:52:33:395"
"1134605055","2025-09-18 14:52:51.000","224287","0","191.8988","376.25","2025-09-18 14:52:33:412"
"1134605055","2025-09-18 14:52:51.000","224287","0","191.7083","376.25","2025-09-18 14:52:33:428"
"1134605055","2025-09-18 14:52:51.000","224287","0","191.625","376.25","2025-09-18 14:52:33:447"
"1134605055","2025-09-18 14:52:51.000","224287","0","193.0329","377.5329","2025-09-18 14:52:33:582"
"1134605055","2025-09-18 14:52:51.000","224287","0","195.0186","378.8008","2025-09-18 14:52:33:598"
"1134605055","2025-09-18 14:52:51.000","224287","0","197.3418","380.2269","2025-09-18 14:52:33:619"
"1134605055","2025-09-18 14:52:51.000","224287","0","199.9167","381.625","2025-09-18 14:52:33:630"
"1134605055","2025-09-18 14:52:51.000","224287","0","203.151","383.2939","2025-09-18 14:52:33:648"
"1134605055","2025-09-18 14:52:51.000","224287","0","206.3346","384.6325","2025-09-18 14:52:33:663"
"1134605055","2025-09-18 14:52:51.000","224287","0","209.8141","386.2797","2025-09-18 14:52:33:681"
"1134605055","2025-09-18 14:52:51.000","224287","0","212.9749","387.8727","2025-09-18 14:52:33:696"
"1134605055","2025-09-18 14:52:51.000","224287","0","215.4258","389.2314","2025-09-18 14:52:33:713"
"1134605055","2025-09-18 14:52:51.000","224287","0","217.6729","390.7204","2025-09-18 14:52:33:730"
"1134605055","2025-09-18 14:52:51.000","224287","0","219.3392","391.9418","2025-09-18 14:52:33:747"
"1134605055","2025-09-18 14:52:51.000","224287","0","220.8096","393.0645","2025-09-18 14:52:33:763"
"1134605055","2025-09-18 14:52:51.000","224287","0","222.2953","394.2953","2025-09-18 14:52:33:782"
"1134605055","2025-09-18 14:52:51.000","224287","0","223.8613","395.5095","2025-09-18 14:52:33:797"
"1134605055","2025-09-18 14:52:51.000","224287","0","225.5964","397.1797","2025-09-18 14:52:33:814"
"1134605055","2025-09-18 14:52:51.000","224287","0","227.625","398.5834","2025-09-18 14:52:33:830"
"1134605055","2025-09-18 14:52:51.000","224287","0","230.2064","400.1032","2025-09-18 14:52:33:848"
"1134605055","2025-09-18 14:52:51.000","224287","0","234.2044","402.2256","2025-09-18 14:52:33:863"
